wmo	size_class	max_abundance	standard_dev	time_max_abundance	depth	r2	date	xmax	xmin	DOY
1902578	NP_Size_102	0.13141280688908774	45.501125309980765	199.08954252335903	90	0.21710235571038672	2022-07-19	222	177	200
1902578	NP_Size_102	0.07862441973012962	72.48226394353648	224.3976263579638	110	0.41225499705775914	2022-08-13	261	189	225
1902578	NP_Size_102	0.06496839956795336	89.77353671573363	238.62652635367542	130	0.6135013595555887	2022-08-27	284	194	239
1902578	NP_Size_102	0.054087731185407724	83.71298742382993	228.17541993312855	150	0.3304602332149924	2022-08-17	271	187	229
1902578	NP_Size_128	0.49978115564750186	14.408173287137203	189.6705059683527	50	0.8941283012939552	2022-07-09	197	183	190
1902578	NP_Size_128	0.30135373062803517	17.209568352327604	193.8994383195001	70	0.5480974216821783	2022-07-13	203	186	194
1902578	NP_Size_128	0.1289647762663185	39.72470492975026	197.59724031846636	90	0.2510907835452435	2022-07-17	218	178	198
1902578	NP_Size_128	0.06908191023930947	63.44836086431709	217.64561229441858	110	0.31013335943127796	2022-08-06	250	186	218
1902578	NP_Size_128	0.05395878309653254	82.75180064650549	230.2232546388522	130	0.4905189186450357	2022-08-19	272	189	231
1902578	NP_Size_128	0.045883955362044274	69.75580407493335	221.63717854128973	150	0.34006532520649624	2022-08-10	257	187	222
1902578	NP_Size_128	0.03860414910154587	88.74864145105327	231.11216622151483	170	0.44695203362958935	2022-08-20	276	187	232
1902578	NP_Size_128	0.03533964226453888	73.02267201353209	221.8041103804605	190	0.4129075357886448	2022-08-10	259	186	222
1902578	NP_Size_161	0.5213568723441963	14.311200648416152	189.26910635409854	50	0.8583853143777443	2022-07-09	197	183	190
1902578	NP_Size_161	0.2997546055853891	19.530232149615298	193.8836685433741	70	0.5761961020040061	2022-07-13	204	185	194
1902578	NP_Size_161	0.1411702116240145	37.47041714647559	195.6037446583502	90	0.2852391881214287	2022-07-15	215	177	196
1902578	NP_Size_161	0.07120370015217856	59.64050645806515	213.10268140523766	110	0.21558679022094196	2022-08-02	243	184	214
